City,County
Emporium ,Cameron
Emporium Borough,Cameron
Emsworth ,Allegheny
Emsworth Borough,Allegheny
Enon Valley ,Lawrence
Enon Valley Borough,Lawrence
Ephrata ,Lancaster
Ephrata Borough,Lancaster
Ephrata Township,Lancaster
Erie City,Erie
Ernest ,Indiana
Ernest Borough,Indiana
Etna ,Allegheny
Etna Borough,Allegheny
Eulalia ,Potter
Eulalia Township,Potter
Evans City ,Butler
Evans City Borough,Butler
Everett ,Bedford
Everett Borough,Bedford
Everson ,Fayette
Everson Borough,Fayette
Exeter ,Berks
Exeter Borough,Luzerne
Exeter Township,Berks
Export ,Westmoreland
Export Borough,Westmoreland
Factoryville ,Wyoming
Factoryville Borough,Wyoming
Fairchance ,Fayette
Fairchance Borough,Fayette
Fairfield ,Adams
Fairfield Borough,Adams
Fairfield Township,Crawford
Fairhope ,Somerset
Fairhope Township,Somerset
Fairmount ,Luzerne
Fairmount Township,Luzerne
Fairview ,Butler
Fairview Borough,Butler
Fairview Township,Butler
Fallowfield ,Washington
Fallowfield Township,Washington
Falls ,Bucks
Falls Creek ,Jefferson
Falls Creek Borough,Jefferson
Falls Township,Bucks
Fallston ,Beaver
Fallston Borough,Beaver
Fannett ,Franklin
Fannett Township,Franklin
Farmington ,Clarion
Farmington Township,Clarion
Farrell City,Mercer
Fawn ,Allegheny
Fawn Grove ,York
Fawn Grove Borough,York
Fawn Township,Allegheny
Fayette ,Juniata
Fayette City ,Fayette
Fayette City Borough,Fayette
Fayette Township,Juniata
Fell ,Lackawanna
Fell Township,Lackawanna
Felton ,York
Felton Borough,York
Ferguson ,Centre
Ferguson Township,Centre
Fermanagh ,Juniata
Fermanagh Township,Juniata
Ferndale ,Cambria
Ferndale Borough,Cambria
Findlay ,Allegheny
Findlay Township,Allegheny
Findley ,Mercer
Findley Township,Mercer
Finleyville ,Washington
Finleyville Borough,Washington
Fishing Creek ,Columbia
Fishing Creek Township,Columbia
Fleetwood ,Berks
Fleetwood Borough,Berks
Flemington ,Clinton
Flemington Borough,Clinton
Folcroft ,Delaware
Folcroft Borough,Delaware
Ford City ,Armstrong
Ford City Borough,Armstrong
Ford Cliff ,Armstrong
Ford Cliff Borough,Armstrong
Forest City ,Susquehanna
Forest City Borough,Susquehanna
Forest Hills ,Allegheny
Forest Hills Borough,Allegheny
Forest Lake ,Susquehanna
Forest Lake Township,Susquehanna
Forks ,Northampton
Forks Township,Northampton
Forkston ,Wyoming
Forkston Township,Wyoming
Forksville ,Sullivan
Forksville Borough,Sullivan
Forty Fort ,Luzerne
Forty Fort Borough,Luzerne
Forward ,Allegheny
Forward Township,Allegheny
Foster ,Luzerne
Foster Township,Luzerne
Fountain Hill ,Lehigh
Fountain Hill Borough,Lehigh
Fox ,Elk
Fox Chapel ,Allegheny
Fox Chapel Borough,Allegheny
Fox Township,Elk
Foxburg ,Clarion
Foxburg Borough,Clarion
Frackville ,Schuylkill
Frackville Borough,Schuylkill
Frailey ,Schuylkill
Frailey Township,Schuylkill
Franconia ,Montgomery
Franconia Township,Montgomery
Frankfort Springs ,Beaver
Frankfort Springs Borough,Beaver
Franklin ,Adams
Franklin Borough,Cambria
Franklin City,Venango
Franklin Park ,Allegheny
Franklin Park Borough,Allegheny
Franklin Township,Adams
Franklintown ,York
Franklintown Borough,York
Frankstown ,Blair
Frankstown Township,Blair
Frazer ,Allegheny
Frazer Township,Allegheny
Fredonia ,Mercer
Fredonia Borough,Mercer
Freeburg ,Snyder
Freeburg Borough,Snyder
Freedom ,Adams
Freedom Borough,Beaver
Freedom Township,Adams
Freehold ,Warren
Freehold Township,Warren
Freeland ,Luzerne
Freeland Borough,Luzerne
Freemansburg ,Northampton
Freemansburg Borough,Northampton
Freeport ,Armstrong
Freeport Borough,Armstrong
Freeport Township,Greene
French Creek ,Mercer
French Creek Township,Mercer
Frenchcreek ,Venango
Frenchcreek Township,Venango
Friendsville ,Susquehanna
Friendsville Borough,Susquehanna
Fulton ,Lancaster
Fulton Township,Lancaster
Gaines ,Tioga
Gaines Township,Tioga
Galeton ,Potter
Galeton Borough,Potter
Gallagher ,Clinton
Gallagher Township,Clinton
Gallitzin ,Cambria
Gallitzin Borough,Cambria
Gallitzin Township,Cambria
Gamble ,Lycoming
Gamble Township,Lycoming
Garrett ,Somerset
Garrett Borough,Somerset
Gaskill ,Jefferson
Gaskill Township,Jefferson
Geistown ,Cambria
Geistown Borough,Cambria
Genesee ,Potter
Genesee Township,Potter
Georges ,Fayette
Georges Township,Fayette
Georgetown ,Beaver
Georgetown Borough,Beaver
German ,Fayette
German Township,Fayette
Germany ,Adams
Germany Township,Adams
Gettysburg ,Adams
Gettysburg Borough,Adams
Gibson ,Cameron
Gibson Township,Cameron
Gilberton ,Schuylkill
Gilberton Borough,Schuylkill
Gilmore ,Greene
Gilmore Township,Greene
Gilpin ,Armstrong
Gilpin Township,Armstrong
Girard ,Clearfield
Girard Borough,Erie
Girard Township,Clearfield
Girardville ,Schuylkill
Girardville Borough,Schuylkill
Glade ,Warren
Glade Township,Warren
Glasgow ,Beaver
Glasgow Borough,Beaver
Glassport ,Allegheny
Glassport Borough,Allegheny
Glen Campbell ,Indiana
Glen Campbell Borough,Indiana
Glen Hope ,Clearfield
Glen Hope Borough,Clearfield
Glen Osborne ,Allegheny
Glen Osborne Borough,Allegheny
Glen Rock ,York
Glen Rock Borough,York
Glenburn ,Lackawanna
Glenburn Township,Lackawanna
Glendon ,Northampton
Glendon Borough,Northampton
Glenfield ,Allegheny
Glenfield Borough,Allegheny
Glenolden ,Delaware
Glenolden Borough,Delaware
Goldsboro ,York
Goldsboro Borough,York
Gordon ,Schuylkill
Gordon Borough,Schuylkill
Goshen ,Clearfield
Goshen Township,Clearfield
Graham ,Clearfield
Graham Township,Clearfield
Grampian ,Clearfield
Grampian Borough,Clearfield
Grant ,Indiana
Grant Township,Indiana
Granville ,Bradford
Granville Township,Bradford
Gratz ,Dauphin
Gratz Borough,Dauphin
Gray ,Greene
Gray Township,Greene
Great Bend ,Susquehanna
Great Bend Borough,Susquehanna
Great Bend Township,Susquehanna
Green ,Forest
Green Hills ,Washington
Green Hills Borough,Washington
Green Lane ,Montgomery
Green Lane Borough,Montgomery
Green Township,Forest
Green Tree ,Allegheny
Green Tree Borough,Allegheny
Greencastle ,Franklin
Greencastle Borough,Franklin
Greene ,Beaver
Greene Township,Beaver
Greenfield ,Blair
Greenfield Township,Blair
Greensboro ,Greene
Greensboro Borough,Greene
Greensburg City,Westmoreland
Greenville ,Mercer
Greenville Borough,Mercer
Greenville Township,Somerset
Greenwich ,Berks
Greenwich Township,Berks
Greenwood ,Clearfield
Greenwood Township,Clearfield
Gregg ,Centre
Gregg Township,Centre
Grove ,Cameron
Grove City ,Mercer
Grove City Borough,Mercer
Grove Township,Cameron
Grugan ,Clinton
Grugan Township,Clinton
Guilford ,Franklin
Guilford Township,Franklin
Gulich ,Clearfield
Gulich Township,Clearfield
Haines ,Centre
Haines Township,Centre
Halfmoon ,Centre
Halfmoon Township,Centre
Halifax ,Dauphin
Halifax Borough,Dauphin
Halifax Township,Dauphin
Hallam ,York
Hallam Borough,York
Hallstead ,Susquehanna
Hallstead Borough,Susquehanna
Hamburg ,Berks
Hamburg Borough,Berks
Hamilton ,Adams
Hamilton Township,Adams
Hamiltonban ,Adams
Hamiltonban Township,Adams
Hamlin ,Mckean
Hamlin Township,Mckean
Hampden ,Cumberland
Hampden Township,Cumberland
Hampton ,Allegheny
Hampton Township,Allegheny
Hanover ,Beaver
Hanover Borough,York
Hanover Township,Beaver
Harborcreek ,Erie
Harborcreek Township,Erie
Harford ,Susquehanna
Harford Township,Susquehanna
Harmar ,Allegheny
Harmar Township,Allegheny
Harmony ,Beaver
Harmony Borough,Butler
Harmony Township,Beaver
Harris ,Centre
Harris Township,Centre
Harrisburg City,Dauphin
Harrison ,Allegheny
Harrison Township,Allegheny
Harrisville ,Butler
Harrisville Borough,Butler
Hartleton ,Union
Hartleton Borough,Union
Hartley ,Union
Hartley Township,Union
Harveys Lake ,Luzerne
Harveys Lake Borough,Luzerne
Hastings ,Cambria
Hastings Borough,Cambria
Hatboro ,Montgomery
Hatboro Borough,Montgomery
Hatfield ,Montgomery
Hatfield Borough,Montgomery
Hatfield Township,Montgomery
Haverford ,Delaware
Haverford Township,Delaware
Hawley ,Wayne
Hawley Borough,Wayne
Hawthorn ,Clarion
Hawthorn Borough,Clarion
Haycock ,Bucks
Haycock Township,Bucks
Hayfield ,Crawford
Hayfield Township,Crawford
Haysville ,Allegheny
Haysville Borough,Allegheny
Hazle ,Luzerne
Hazle Township,Luzerne
Hazleton City,Luzerne
Heath ,Jefferson
Heath Township,Jefferson
Hebron ,Potter
Hebron Township,Potter
Hector ,Potter
Hector Township,Potter
Hegins ,Schuylkill
Hegins Township,Schuylkill
Heidelberg ,Allegheny
Heidelberg Borough,Allegheny
Heidelberg Township,Berks
Hellam ,York
Hellam Township,York
Hellertown ,Northampton
Hellertown Borough,Northampton
Hemlock ,Columbia
Hemlock Township,Columbia
Hempfield ,Mercer
Hempfield Township,Mercer
Henderson ,Huntingdon
Henderson Township,Huntingdon
Henry Clay ,Fayette
Henry Clay Township,Fayette
Hepburn ,Lycoming
Hepburn Township,Lycoming
Hereford ,Berks
Hereford Township,Berks
Hermitage City,Mercer
Herndon ,Northumberland
Herndon Borough,Northumberland
Herrick ,Bradford
Herrick Township,Bradford
Hickory ,Forest
Hickory Township,Forest
Highland ,Adams
Highland Township,Adams
Highspire ,Dauphin
Highspire Borough,Dauphin
Hillsgrove ,Sullivan
Hillsgrove Township,Sullivan
Hilltown ,Bucks
Hilltown Township,Bucks
Hollenback ,Luzerne
Hollenback Township,Luzerne
Hollidaysburg ,Blair
Hollidaysburg Borough,Blair
Homer ,Potter
Homer City ,Indiana
Homer City Borough,Indiana
Homer Township,Potter
Homestead ,Allegheny
Homestead Borough,Allegheny
Homewood ,Beaver
Homewood Borough,Beaver
Honesdale ,Wayne
Honesdale Borough,Wayne
Honey Brook ,Chester
Honey Brook Borough,Chester
Honey Brook Township,Chester
Hookstown ,Beaver
Hookstown Borough,Beaver
Hooversville ,Somerset
Hooversville Borough,Somerset
Hop Bottom ,Susquehanna
Hop Bottom Borough,Susquehanna
Hopewell ,Beaver
Hopewell Borough,Bedford
Hopewell Township,Beaver
Horsham ,Montgomery
Horsham Township,Montgomery
Horton ,Elk
Horton Township,Elk
Houston ,Washington
Houston Borough,Washington
Houtzdale ,Clearfield
Houtzdale Borough,Clearfield
Hovey ,Armstrong
Hovey Township,Armstrong
Howard ,Centre
Howard Borough,Centre
Howard Township,Centre
Howe ,Forest
Howe Township,Forest
Hubley ,Schuylkill
Hubley Township,Schuylkill
Hughestown ,Luzerne
Hughestown Borough,Luzerne
Hughesville ,Lycoming
Hughesville Borough,Lycoming
Hulmeville ,Bucks
Hulmeville Borough,Bucks
Hummelstown ,Dauphin
Hummelstown Borough,Dauphin
Hunker ,Westmoreland
Hunker Borough,Westmoreland
Hunlock ,Luzerne
Hunlock Township,Luzerne
Huntingdon ,Huntingdon
Huntingdon Borough,Huntingdon
Huntington ,Adams
Huntington Township,Adams
Huston ,Blair
Huston Township,Blair
Hyde Park ,Westmoreland
Hyde Park Borough,Westmoreland
Hydetown ,Crawford
Hydetown Borough,Crawford
Hyndman ,Bedford
Hyndman Borough,Bedford
Independence ,Beaver
Independence Township,Beaver
Indian Lake ,Somerset
Indian Lake Borough,Somerset
Indiana ,Allegheny
Indiana Borough,Indiana
Indiana Township,Allegheny
Industry ,Beaver
Industry Borough,Beaver
Ingram ,Allegheny
Ingram Borough,Allegheny
Irvona ,Clearfield
Irvona Borough,Clearfield
Irwin ,Venango
Irwin Borough,Westmoreland
Irwin Township,Venango
Ivyland ,Bucks
Ivyland Borough,Bucks
Jackson ,Butler
Jackson Center ,Mercer
Jackson Center Borough,Mercer
Jackson Township,Butler
Jacobus ,York
Jacobus Borough,York
Jamestown ,Mercer
Jamestown Borough,Mercer
Jay ,Elk
Jay Township,Elk
Jeannette City,Westmoreland
Jeddo ,Luzerne
Jeddo Borough,Luzerne
Jefferson ,Berks
Jefferson Borough,Greene
Jefferson Hills ,Allegheny
Jefferson Hills Borough,Allegheny
Jefferson Township,Berks
Jenkins ,Luzerne
Jenkins Township,Luzerne
Jenkintown ,Montgomery
Jenkintown Borough,Montgomery
Jenks ,Forest
Jenks Township,Forest
Jenner ,Somerset
Jenner Township,Somerset
Jennerstown ,Somerset
Jennerstown Borough,Somerset
Jermyn ,Lackawanna
Jermyn Borough,Lackawanna
Jersey Shore ,Lycoming
Jersey Shore Borough,Lycoming
Jessup ,Lackawanna
Jessup Borough,Lackawanna
Jessup Township,Susquehanna
Jim Thorpe ,Carbon
Jim Thorpe Borough,Carbon
Johnsonburg ,Elk
Johnsonburg Borough,Elk
Johnstown City,Cambria
Jones ,Elk
Jones Township,Elk
Jonestown ,Lebanon
Jonestown Borough,Lebanon
Jordan ,Clearfield
Jordan Township,Clearfield
Juniata ,Bedford
Juniata Terrace ,Mifflin
Juniata Terrace Borough,Mifflin
Juniata Township,Bedford
Kane ,Mckean
Kane Borough,Mckean
Karns City ,Butler
Karns City Borough,Butler
Karthaus ,Clearfield
Karthaus Township,Clearfield
Keating ,Mckean
Keating Township,Mckean
Kelly ,Union
Kelly Township,Union
Kenhorst ,Berks
Kenhorst Borough,Berks
Kennedy ,Allegheny
Kennedy Township,Allegheny
Kennett ,Chester
Kennett Square ,Chester
Kennett Square Borough,Chester
Kennett Township,Chester
Kidder ,Carbon
Kidder Township,Carbon
Kilbuck ,Allegheny
Kilbuck Township,Allegheny
Kimmel ,Bedford
Kimmel Township,Bedford
King ,Bedford
King Township,Bedford
Kingsley ,Forest
Kingsley Township,Forest
Kingston ,Luzerne
Kingston Borough,Luzerne
Kingston Township,Luzerne
Kiskiminetas ,Armstrong
Kiskiminetas Township,Armstrong
Kistler ,Mifflin
Kistler Borough,Mifflin
Kittanning ,Armstrong
Kittanning Borough,Armstrong
Kittanning Township,Armstrong
Kline ,Schuylkill
Kline Township,Schuylkill
Knox ,Clarion
Knox Borough,Clarion
Knox Township,Clarion
Knoxville ,Tioga
Knoxville Borough,Tioga
Koppel ,Beaver
Koppel Borough,Beaver
Kulpmont ,Northumberland
Kulpmont Borough,Northumberland
Kutztown ,Berks
Kutztown Borough,Berks
Laceyville ,Wyoming
Laceyville Borough,Wyoming
Lack ,Juniata
Lack Township,Juniata
Lackawannock ,Mercer
Lackawannock Township,Mercer
Lackawaxen ,Pike
Lackawaxen Township,Pike
Lafayette ,Mckean
Lafayette Township,Mckean
Laflin ,Luzerne
Laflin Borough,Luzerne
Lake ,Luzerne
Lake City ,Erie
Lake City Borough,Erie
Lake Township,Luzerne
Lamar ,Clinton
Lamar Township,Clinton
Lancaster ,Butler
Lancaster City,Lancaster
Lancaster Township,Butler
Landingville ,Schuylkill
Landingville Borough,Schuylkill
Landisburg ,Perry
Landisburg Borough,Perry
Lanesboro ,Susquehanna
Lanesboro Borough,Susquehanna
Langhorne ,Bucks
Langhorne Borough,Bucks
Langhorne Manor ,Bucks
Langhorne Manor Borough,Bucks
Lansdale ,Montgomery
Lansdale Borough,Montgomery
Lansdowne ,Delaware
Lansdowne Borough,Delaware
Lansford ,Carbon
Lansford Borough,Carbon
Laplume ,Lackawanna
Laplume Township,Lackawanna
Laporte ,Sullivan
Laporte Borough,Sullivan
Laporte Township,Sullivan
Larimer ,Somerset
Larimer Township,Somerset
Larksville ,Luzerne
Larksville Borough,Luzerne
Lathrop ,Susquehanna
Lathrop Township,Susquehanna
Latimore ,Adams
Latimore Township,Adams
Latrobe ,Westmoreland
Latrobe Borough,Westmoreland
Laurel Mountain ,Westmoreland
Laurel Mountain Borough,Westmoreland
Laurel Run ,Luzerne
Laurel Run Borough,Luzerne
Laureldale ,Berks
Laureldale Borough,Berks
Lausanne ,Carbon
Lausanne Township,Carbon
Lawrence ,Clearfield
Lawrence Park ,Erie
Lawrence Park Township,Erie
Lawrence Township,Clearfield
Lawrenceville ,Tioga
Lawrenceville Borough,Tioga
Le Boeuf ,Erie
Le Boeuf Township,Erie
Leacock ,Lancaster
Leacock Township,Lancaster
Lebanon ,Wayne
Lebanon City,Lebanon
Lebanon Township,Wayne
Leechburg ,Armstrong
Leechburg Borough,Armstrong
Leesport ,Berks
Leesport Borough,Berks
Leet ,Allegheny
Leet Township,Allegheny
Leetsdale ,Allegheny
Leetsdale Borough,Allegheny
Lehigh ,Carbon
Lehigh Township,Carbon
Lehighton ,Carbon
Lehighton Borough,Carbon
Lehman ,Luzerne
Lehman Township,Luzerne
Leidy ,Clinton
Leidy Township,Clinton
Lemon ,Wyoming
Lemon Township,Wyoming
Lemoyne ,Cumberland
Lemoyne Borough,Cumberland
Lenhartsville ,Berks
Lenhartsville Borough,Berks
Lenox ,Susquehanna
Lenox Township,Susquehanna
Leraysville ,Bradford
Leraysville Borough,Bradford
Leroy ,Bradford
Leroy Township,Bradford
Letterkenny ,Franklin
Letterkenny Township,Franklin
Lewis ,Lycoming
Lewis Run ,Mckean
Lewis Run Borough,Mckean
Lewis Township,Lycoming
Lewisberry ,York
Lewisberry Borough,York
Lewisburg ,Union
Lewisburg Borough,Union
Lewistown ,Mifflin
Lewistown Borough,Mifflin
Liberty ,Adams
Liberty Borough,Allegheny
Liberty Township,Adams
Licking ,Clarion
Licking Creek ,Fulton
Licking Creek Township,Fulton
Licking Township,Clarion
Ligonier ,Westmoreland
Ligonier Borough,Westmoreland
Ligonier Township,Westmoreland
Lilly ,Cambria
Lilly Borough,Cambria
Limerick ,Montgomery
Limerick Township,Montgomery
Limestone ,Clarion
Limestone Township,Clarion
Lincoln ,Allegheny
Lincoln Borough,Allegheny
Lincoln Township,Bedford
Linesville ,Crawford
Linesville Borough,Crawford
Litchfield ,Bradford
Litchfield Township,Bradford
Lititz ,Lancaster
Lititz Borough,Lancaster
Little Beaver ,Lawrence
Little Beaver Township,Lawrence
Little Britain ,Lancaster
Little Britain Township,Lancaster
Little Mahanoy ,Northumberland
Little Mahanoy Township,Northumberland
Little Meadows ,Susquehanna
Little Meadows Borough,Susquehanna
Littlestown ,Adams
Littlestown Borough,Adams
Liverpool ,Perry
Liverpool Borough,Perry
Liverpool Township,Perry
Lock Haven City,Clinton
Locust ,Columbia
Locust Township,Columbia
Logan ,Blair
Logan Township,Blair
Loganton ,Clinton
Loganton Borough,Clinton
Loganville ,York
Loganville Borough,York
London Britain ,Chester
London Britain Township,Chester
London Grove ,Chester
London Grove Township,Chester
Londonderry ,Bedford
Londonderry Township,Bedford
Long Branch ,Washington
Long Branch Borough,Washington
Longswamp ,Berks
Longswamp Township,Berks
Lorain ,Cambria
Lorain Borough,Cambria
Loretto ,Cambria
Loretto Borough,Cambria
Lower Allen ,Cumberland
Lower Allen Township,Cumberland
Lower Alsace ,Berks
Lower Alsace Township,Berks
Lower Augusta ,Northumberland
Lower Augusta Township,Northumberland
Lower Burrell City,Westmoreland
Lower Chanceford ,York
Lower Chanceford Township,York
Lower Chichester ,Delaware
Lower Chichester Township,Delaware
Lower Frankford ,Cumberland
Lower Frankford Township,Cumberland
Lower Frederick ,Montgomery
Lower Frederick Township,Montgomery
Lower Gwynedd ,Montgomery
Lower Gwynedd Township,Montgomery
Lower Heidelberg ,Berks
Lower Heidelberg Township,Berks
Lower Macungie ,Lehigh
Lower Macungie Township,Lehigh
Lower Mahanoy ,Northumberland
Lower Mahanoy Township,Northumberland
Lower Makefield ,Bucks
Lower Makefield Township,Bucks
Lower Merion ,Montgomery
Lower Merion Township,Montgomery
Lower Mifflin ,Cumberland
Lower Mifflin Township,Cumberland
Lower Milford ,Lehigh
Lower Milford Township,Lehigh
Lower Moreland ,Montgomery
Lower Moreland Township,Montgomery
Lower Mt Bethel ,Northampton
Lower Mt Bethel Township,Northampton
Lower Nazareth ,Northampton
Lower Nazareth Township,Northampton
Lower Oxford ,Chester
Lower Oxford Township,Chester
Lower Paxton ,Dauphin
Lower Paxton Township,Dauphin
Lower Pottsgrove ,Montgomery
Lower Pottsgrove Township,Montgomery
Lower Providence ,Montgomery
Lower Providence Township,Montgomery
Lower Salford ,Montgomery
Lower Salford Township,Montgomery
Lower Saucon ,Northampton
Lower Saucon Township,Northampton
Lower Southampton ,Bucks
Lower Southampton Township,Bucks
Lower Swatara ,Dauphin
Lower Swatara Township,Dauphin
Lower Towamensing ,Carbon
Lower Towamensing Township,Carbon
Lower Turkeyfoot ,Somerset
Lower Turkeyfoot Township,Somerset
Lower Tyrone ,Fayette
Lower Tyrone Township,Fayette
Lower Windsor ,York
Lower Windsor Township,York
Lower Yoder ,Cambria
Lower Yoder Township,Cambria
Lowhill ,Lehigh
Lowhill Township,Lehigh
Loyalhanna ,Westmoreland
Loyalhanna Township,Westmoreland
Loyalsock ,Lycoming
Loyalsock Township,Lycoming
Lumber ,Cameron
Lumber Township,Cameron
Lurgan ,Franklin
Lurgan Township,Franklin
Luzerne ,Fayette
Luzerne Borough,Luzerne
Luzerne Township,Fayette
Lycoming ,Lycoming
Lycoming Township,Lycoming
Lykens ,Dauphin
Lykens Borough,Dauphin
Lykens Township,Dauphin
Lynn ,Lehigh
Lynn Township,Lehigh
Lyons ,Berks
Lyons Borough,Berks
Macungie ,Lehigh
Macungie Borough,Lehigh
Madison ,Armstrong
Madison Borough,Westmoreland
Madison Township,Armstrong
Mahaffey ,Clearfield
Mahaffey Borough,Clearfield
Mahanoy ,Schuylkill
Mahanoy City ,Schuylkill
Mahanoy City Borough,Schuylkill
Mahanoy Township,Schuylkill
Mahoning ,Armstrong
Mahoning Township,Armstrong
Maidencreek ,Berks
Maidencreek Township,Berks
Main ,Columbia
Main Township,Columbia
Malvern ,Chester
Malvern Borough,Chester
Manchester ,Wayne
Manchester Borough,York
Manchester Township,Wayne
Manheim ,Lancaster
Manheim Borough,Lancaster
Manheim Township,Lancaster
Mann ,Bedford
Mann Township,Bedford
Manns Choice ,Bedford
Manns Choice Borough,Bedford
Manor ,Armstrong
Manor Borough,Westmoreland
Manor Township,Armstrong
Manorville ,Armstrong
Manorville Borough,Armstrong
Mansfield ,Tioga
Mansfield Borough,Tioga
Mapleton ,Huntingdon
Mapleton Borough,Huntingdon
Marcus Hook ,Delaware
Marcus Hook Borough,Delaware
Marianna ,Washington
Marianna Borough,Washington
Marietta ,Lancaster
Marietta Borough,Lancaster
Marion ,Beaver
Marion Center ,Indiana
Marion Center Borough,Indiana
Marion Heights ,Northumberland
Marion Heights Borough,Northumberland
Marion Township,Beaver
Marklesburg ,Huntingdon
Marklesburg Borough,Huntingdon
Markleysburg ,Fayette
Markleysburg Borough,Fayette
Marl ,Montgomery
Marlborough Township,Montgomery
Marple ,Delaware
Marple Township,Delaware
Mars ,Butler
Mars Borough,Butler
Marshall ,Allegheny
Marshall Township,Allegheny
Martic ,Lancaster
Martic Township,Lancaster
Martinsburg ,Blair
Martinsburg Borough,Blair
Marysville ,Perry
Marysville Borough,Perry
Masontown ,Fayette
Masontown Borough,Fayette
Matamoras ,Pike
Matamoras Borough,Pike
Maxatawny ,Berks
Maxatawny Township,Berks
Mayberry ,Montour
Mayberry Township,Montour
Mayfield ,Lackawanna
Mayfield Borough,Lackawanna
Mcadoo ,Schuylkill
Mcadoo Borough,Schuylkill
Mccalmont ,Jefferson
Mccalmont Township,Jefferson
Mccandless ,Allegheny
Mccandless Township,Allegheny
Mcclure ,Snyder
Mcclure Borough,Snyder
Mcconnellsburg ,Fulton
Mcconnellsburg Borough,Fulton
Mcdonald ,Washington
Mcdonald Borough,Washington
Mcewensville ,Northumberland
Mcewensville Borough,Northumberland
Mchenry ,Lycoming
Mchenry Township,Lycoming
Mcintyre ,Lycoming
Mcintyre Township,Lycoming
Mckean ,Erie
Mckean Borough,Erie
Mckean Township,Erie
Mckees Rocks ,Allegheny
Mckees Rocks Borough,Allegheny
Mckeesport City,Allegheny
Mcnett ,Lycoming
Mcnett Township,Lycoming
Mcsherrystown ,Adams
Mcsherrystown Borough,Adams
Mcveytown ,Mifflin
Mcveytown Borough,Mifflin
Mead ,Warren
Mead Township,Warren
Meadville City,Crawford
Mechanicsburg ,Cumberland
Mechanicsburg Borough,Cumberland
Mechanicsville ,Schuylkill
Mechanicsville Borough,Schuylkill
Media ,Delaware
Media Borough,Delaware
Mehoopany ,Wyoming
Mehoopany Township,Wyoming
Menallen ,Adams
Menallen Township,Adams
Menno ,Mifflin
Menno Township,Mifflin
Mercer ,Butler
Mercer Borough,Mercer
Mercer Township,Butler
Mercersburg ,Franklin
Mercersburg Borough,Franklin
Meshoppen ,Wyoming
Meshoppen Borough,Wyoming
Meshoppen Township,Wyoming
Metal ,Franklin
Metal Township,Franklin
Meyersdale ,Somerset
Meyersdale Borough,Somerset
Middle Paxton ,Dauphin
Middle Paxton Township,Dauphin
Middle Smithfield ,Monroe
Middle Smithfield Township,Monroe
Middle Taylor ,Cambria
Middle Taylor Township,Cambria
Middleburg ,Snyder
Middleburg Borough,Snyder
Middlebury ,Tioga
Middlebury Township,Tioga
Middlecreek ,Snyder
Middlecreek Township,Snyder
Middleport ,Schuylkill
Middleport Borough,Schuylkill
Middlesex ,Butler
Middlesex Township,Butler
Middletown ,Bucks
Middletown Borough,Dauphin
Middletown Township,Bucks
Midland ,Beaver
Midland Borough,Beaver
Midway ,Washington
Midway Borough,Washington
Mifflin ,Columbia
Mifflin Borough,Juniata
Mifflin Township,Columbia
Mifflinburg ,Union
Mifflinburg Borough,Union
Mifflintown ,Juniata
Mifflintown Borough,Juniata
Miles ,Centre
Miles Township,Centre
Milesburg ,Centre
Milesburg Borough,Centre
Milford ,Bucks
Milford Borough,Pike
Milford Township,Bucks
Mill Creek ,Huntingdon
Mill Creek Borough,Huntingdon
Mill Creek Township,Lycoming
Mill Hall ,Clinton
Mill Hall Borough,Clinton
Mill Village ,Erie
Mill Village Borough,Erie
Millbourne ,Delaware
Millbourne Borough,Delaware
Millcreek ,Clarion
Millcreek Township,Clarion
Miller ,Huntingdon
Miller Township,Huntingdon
Millersburg ,Dauphin
Millersburg Borough,Dauphin
Millerstown ,Perry
Millerstown Borough,Perry
Millersville ,Lancaster
Millersville Borough,Lancaster
Millheim ,Centre
Millheim Borough,Centre
Millstone ,Elk
Millstone Township,Elk
Millvale ,Allegheny
Millvale Borough,Allegheny
Millville ,Columbia
Millville Borough,Columbia
Milton ,Northumberland
Milton Borough,Northumberland
Mineral ,Venango
Mineral Township,Venango
Minersville ,Schuylkill
Minersville Borough,Schuylkill
Modena ,Chester
Modena Borough,Chester
Mohnton ,Berks
Mohnton Borough,Berks
Monaca ,Beaver
Monaca Borough,Beaver
Monaghan ,York
Monaghan Township,York
Monessen City,Westmoreland
Monongahela ,Greene
Monongahela City,Washington
Monongahela Township,Greene
Monroe ,Bedford
Monroe Borough,Bradford
Monroe Township,Bedford
Monroeville ,Allegheny
Monroeville Borough,Allegheny
Mont Alto ,Franklin
Mont Alto Borough,Franklin
Montgomery ,Franklin
Montgomery Borough,Lycoming
Montgomery Township,Franklin
Montour ,Columbia
Montour Township,Columbia
Montoursville ,Lycoming
Montoursville Borough,Lycoming
Montrose ,Susquehanna
Montrose Borough,Susquehanna
Moon ,Allegheny
Moon Township,Allegheny
Moore ,Northampton
Moore Township,Northampton
Moosic ,Lackawanna
Moosic Borough,Lackawanna
Moreland ,Lycoming
Moreland Township,Lycoming
Morgan ,Greene
Morgan Township,Greene
Morris ,Clearfield
Morris Township,Clearfield
Morrisville ,Bucks
Morrisville Borough,Bucks
Morton ,Delaware
Morton Borough,Delaware
Moscow ,Lackawanna
Moscow Borough,Lackawanna
Mount Joy ,Lancaster
Mount Joy Borough,Lancaster
Mount Oliver ,Allegheny
